16:59:25 (00:00:10) (chat)  svh_kalmar: BSUFlick
17:04:34 (00:05:19) (chat)  morlock871: батя говорит мне только что, типо Какой прикол смотреть как играют, а не играть самому, и после этого включил футбол на телеке
17:04:36 (00:05:20) (chat)  Bogratova: я тоже вчера думала, что это очень близкий родственник Колосса по наполнению и ощущениям
17:04:36 (00:05:20) (chat)  abis13131: Новый жанр от Кадзимы,Кадзима такого ещё не делал,а теперь охватил всё. Гений же.
17:04:37 (00:05:22) (chat)  Kinni_Winni: в понедельник на работе буду смотреть на грузчиков - задумчиво кивать и улыбаться)
17:04:39 (00:05:23) (chat)  ssilverhand: врубай SMOrc
17:04:43 (00:05:27) (chat)  ACATOP: @BlackUFA чо рассуждаешь, ящики тащи SMOrc
17:04:45 (00:05:30) (chat)  Dimius_Barn: а ты не простыл? а то как-то через нос говоришь?
17:04:46 (00:05:30) (chat)  TheDrHax: Нет Kappa
17:04:47 (00:05:32) (chat)  aerogamesvdk: Тук тук кто там? Кодзима сан! Принес игру для вашего стримлера)
17:04:47 (00:05:32) (chat)  LOTUUUUS: lotusp1HEART lotusp1HEART lotusp1HEART lotusp1COOL
17:04:48 (00:05:32) (chat)  DelTore1: Ураааааа стриммммммм
17:04:48 (00:05:32) (chat)  aristerk90: Я думаю, так задумано. Ты просто курьер. Это не очень весело и в жизни))
17:04:50 (00:05:34) (chat)  gauss128: @blackufa как игра то?
17:04:51 (00:05:35) (chat)  ApologizeForExisting: те кто спрашивают, поймут ли они что то, если посмотрели всего два часа, я посмотрела десять и нихера не поняла PixelBob PixelBob
17:04:52 (00:05:37) (chat)  Roorm: LUL LUL LUL
17:04:53 (00:05:37) (chat)  Ananassya: OMEGALUL
17:04:53 (00:05:37) (chat)  jolintropitantos: нет SMOrc
17:04:54 (00:05:39) (chat)  Daredo_: pepeLaugh
17:04:55 (00:05:39) (chat)  aferus_: Алло подрубил, алло на стримере
17:04:55 (00:05:39) (chat)  mackupp: Squid1 Squid2 Squid2 KomodoHype
17:04:55 (00:05:40) (chat)  ZeeWanderer_: bufaEGO bufaEGO
17:04:58 (00:05:43) (chat)  NEXUS_696: bufaLove bufaLove bufaLove
17:05:01 (00:05:45) (chat)  dyxrom: Ну все Аптип бери яшик и беги... SoRage
17:05:01 (00:05:45) (chat)  minnor80: нет не можешь, тока играть ))
17:05:01 (00:05:45) (chat)  touchresponce: сколько в ней часов геймплея?
17:05:03 (00:05:47) (chat)  aleksandrstolbov: привет Артур и чатик
17:05:04 (00:05:48) (chat)  Bogratova: !какигра
17:05:04 (00:05:48) (chat)  TheDrHax: !какигра
17:05:04 (00:05:48) (chat)  Nightbot: Игра хорошая. А ты не очень.
17:05:05 (00:05:49) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
17:05:05 (00:05:50) (chat)  glebtoday: Привет всем, чатик
17:05:06 (00:05:50) (chat)  AlexGCC: О, я как раз пельменей нажарил
17:05:06 (00:05:50) (chat)  Maxsimuss007: Не могёшь Kappa Kappa Kappa
17:05:06 (00:05:50) (chat)  GreatGrifon: Я только первый досмотрел... и снова привет
17:05:07 (00:05:51) (chat)  ZHU711: !какигра
17:05:08 (00:05:52) (chat)  Roorm: Нет ну ты пройди а потом говори bufaLittleNinya
17:05:09 (00:05:53) (chat)  oldest13: А диван выйдет?
17:05:09 (00:05:53) (chat)  jornie_maikeru: bufaEGO bufaEGO bufaEGO
17:05:09 (00:05:54) (chat)  whiteb1tch: АЛЛО
17:05:10 (00:05:54) (chat)  aristerk90: Алло?
17:05:11 (00:05:55) (chat)  MonahIzParizja: KEKWLUL
17:05:11 (00:05:55) (chat)  LLIAX__: оло
17:05:11 (00:05:55) (chat)  Batman43d: !как игра
17:05:11 (00:05:55) (chat)  EriasK: Алло?
17:05:12 (00:05:56) (chat)  vladiskor_tw: !какигра
17:05:12 (00:05:56) (chat)  Nightbot: Игра хорошая. А ты не очень.
17:05:12 (00:05:56) (chat)  Jipegass: Алло
17:05:12 (00:05:56) (chat)  vitaminka_zet: !какигра
17:05:12 (00:05:56) (chat)  irikost: ало?
17:05:12 (00:05:56) (chat)  svh_kalmar: окэ
17:05:12 (00:05:57) (chat)  touchresponce: алло
17:05:12 (00:05:57) (chat)  w0tel: ало
17:05:13 (00:05:57) (chat)  Kinni_Winni: Алло!
17:05:13 (00:05:57) (chat)  Pixie_Djin: алло
17:05:13 (00:05:57) (chat)  ShionCosplay: алло
17:05:13 (00:05:58) (chat)  Orange_Q: !какигра
17:05:14 (00:05:58) (chat)  ZAE_B: !какигра
17:05:14 (00:05:58) (chat)  tiger_mafia_zulu: !какигра алло
17:05:14 (00:05:59) (chat)  AnyLoo: ало
17:05:14 (00:05:59) (chat)  absurd909: о, бодрый и красивый Артур!
17:05:15 (00:05:59) (chat)  odinDvaThree: алло
17:05:15 (00:05:59) (chat)  forechelon: алло
17:05:15 (00:05:59) (chat)  xbi_xbi: говори ортур говори не остонавливайся CoolStoryBob
17:05:15 (00:06:00) (chat)  uznyi_parenek: Алло
17:05:16 (00:06:00) (chat)  evok_2: алло
17:05:16 (00:06:00) (chat)  zeitgeistxxl: окЭ
17:05:16 (00:06:00) (chat)  gauss128: !какигра
17:05:16 (00:06:01) (chat)  Nari_mar: нет, алло
17:05:17 (00:06:01) (chat)  pocomaha: Олло SMOrc
17:05:17 (00:06:01) (chat)  tobisom: !какигра
17:05:17 (00:06:01) (chat)  Nightbot: Игра хорошая. А ты не очень.
17:05:18 (00:06:02) (chat)  Maxsimuss007: Аллло!
17:05:18 (00:06:03) (chat)  eidesent: Олла?
17:05:18 (00:06:03) (chat)  dearlorens: давайте говорить мерзость
17:05:19 (00:06:03) (chat)  maikeru_stranger: 60+ часов
17:05:19 (00:06:03) (chat)  SealInBikini: Ало, это гениально bufaRage
17:05:19 (00:06:03) (chat)  MsFirehawk: всм хватит, я только начала его использовать
17:05:20 (00:06:04) (chat)  Batman43d: !какигра
17:05:20 (00:06:04) (chat)  ZeeWanderer_: АЛЛО!
17:05:20 (00:06:04) (chat)  Kirsuchello: Алло?
17:05:20 (00:06:04) (chat)  ACATOP: нет
17:05:20 (00:06:04) (chat)  naitreid36: алло?
17:05:21 (00:06:05) (chat)  Phe0wlniX: Алло
17:05:21 (00:06:05) (chat)  I3uga: Алло?
17:05:21 (00:06:05) (chat)  Albatros128: окэ
17:05:21 (00:06:05) (chat)  ya_ponamat: алллоо
17:05:21 (00:06:05) (chat)  mercanie1: ало
17:05:21 (00:06:05) (chat)  aferus_: Ну так алло же
17:05:21 (00:06:05) (chat)  daria_wright: ну АЛО
17:05:21 (00:06:06) (chat)  Torranor: Алоо
17:05:22 (00:06:06) (chat)  DmitryJDS: алё)
17:05:22 (00:06:07) (chat)  Dima_ShH: алло
17:05:23 (00:06:07) (chat)  morlock871: хватит говорит Окээээ
17:05:23 (00:06:07) (chat)  FasterYaY: алло как игра?
17:05:23 (00:06:07) (chat)  CoffeeGG88: !кактамНорман
17:05:23 (00:06:08) (chat)  AkiraSait0: bufaEGO bufaEGO
17:05:23 (00:06:08) (chat)  yaichko_kyrinoe: ало
17:05:23 (00:06:08) (chat)  GEkulYAtlor: Ну алло
17:05:24 (00:06:08) (chat)  Greenbekas: алЁ
17:05:24 (00:06:09) (chat)  50kgdumbbells: Чатико, брал кто-нибудь себе "чааааю" на стрим?
17:05:25 (00:06:09) (chat)  aerogamesvdk: Тук тук кто там? Кодзима сан! Принес игру для вашего стримлера)
17:05:25 (00:06:09) (chat)  Altissiya: В смысле не говорить, алло? Алло?
17:05:25 (00:06:10) (chat)  zoddimmortal12: Алло!
17:05:26 (00:06:10) (chat)  ZHU711: АЛЛО
17:05:26 (00:06:11) (chat)  lork28: Нет алло
17:05:27 (00:06:11) (chat)  UltraMacsimusKo: Это тупо...Алло!
17:05:27 (00:06:11) (chat)  watch_man: Ээ алло
17:05:28 (00:06:12) (chat)  nagarashi_aino: Вот так сразу? Без прилюдии?)
17:05:28 (00:06:12) (chat)  fivepointsgang: олло SMOrc
17:05:29 (00:06:14) (chat)  cynic404: халлоу
17:05:30 (00:06:14) (chat)  xbi_xbi: алоэ
17:05:30 (00:06:14) (chat)  lbrezhnev: ну ало SMOrc
17:05:30 (00:06:15) (chat)  glebtoday: @BlackUFA ало, не говори ало
17:05:31 (00:06:15) (chat)  DukeFleedTW: Алоэ
17:05:31 (00:06:15) (chat)  Aernheim: алло! как не говорить??
17:05:31 (00:06:15) (chat)  Nataliazag: всем привет
17:05:31 (00:06:16) (chat)  Var_Bellanaris: алло
17:05:32 (00:06:16) (chat)  Nari_mar: ало
17:05:32 (00:06:16) (chat)  gaskval: алло!!! SMOrc SMOrc SMOrc
17:05:32 (00:06:16) (chat)  jolintropitantos: алло
17:05:32 (00:06:16) (chat)  Ananassya: оло
17:05:32 (00:06:17) (chat)  gauss128: !алло
17:05:33 (00:06:17) (chat)  iraraboss: алло
17:05:33 (00:06:17) (chat)  tiger_mafia_zulu: алло ZULUL
17:05:33 (00:06:17) (chat)  1annexa1: а про Аню будем говорить !!??
17:05:33 (00:06:18) (chat)  Anuban: @BlackUFA А только только вчерашний стрим досмотрел. Калькулйтид
17:05:34 (00:06:18) (chat)  artemius1334: HOLA!
17:05:34 (00:06:19) (chat)  jornie_maikeru: @BlackUFA Слыш, всмысле без ало АЛО! Ало?
17:05:34 (00:06:19) (chat)  ing_lorious: Оло
17:05:35 (00:06:19) (chat)  Ay_KaRD: hardlolF
17:05:35 (00:06:20) (chat)  hadds0n: ало
17:05:36 (00:06:20) (chat)  SVICC: привет всем и стримеру приятного проведения стрима
17:05:36 (00:06:20) (chat)  MegaGazon: @BlackUFA недавно досмотрел первый марафон, сегодня с вами. Игра топ, как раз то после трудного дня, прийти и позалипать
17:05:36 (00:06:20) (chat)  AlexGCC: !акаккакать
17:05:39 (00:06:24) (chat)  decalove: Ало
17:05:40 (00:06:25) (chat)  SealInBikini: Ало-ало bufaDonAptypo
17:05:41 (00:06:25) (chat)  bliztim: Алло, да это ж тупо, алло
17:05:41 (00:06:25) (chat)  Daredo_: Алло ? monkaW
17:05:43 (00:06:27) (chat)  Dimius_Barn: алё
17:05:44 (00:06:28) (chat)  yrdelver: !какигра
17:05:44 (00:06:28) (chat)  Nightbot: Игра хорошая. А ты не очень.
17:05:44 (00:06:28) (chat)  dyxrom: АЛО!!! gachiOnFIRE
17:05:45 (00:06:29) (chat)  AkiraSait0: хало?
17:05:45 (00:06:29) (chat)  heavyrayx: allow
17:05:47 (00:06:31) (chat)  MsFirehawk: ну штош, снова будем мучить Нормана Ридуса в прямом эфире?
17:05:47 (00:06:31) (chat)  lbrezhnev: аллоха
17:05:47 (00:06:31) (chat)  MelanH0LIC: Я кажется не правильно вчера понял что типа стрима не будет, а он был?
17:05:49 (00:06:33) (chat)  avtomaton: 2 дня = 20 часов подареных Артуру, вот так уот
17:05:49 (00:06:33) (chat)  UltraMacsimusKo: Кто сказал Алло, Алло?
17:05:50 (00:06:34) (chat)  daria_wright: пахналеее урааа)))
17:05:51 (00:06:36) (chat)  w0tel: гениально
17:05:53 (00:06:37) (chat)  zurakko: Памагите, я еще вчерашний стрим не досмотрела. Думала,что успею
17:05:54 (00:06:38) (chat)  Daredo_: LULWW
17:05:54 (00:06:38) (chat)  mackupp: e boy
17:05:55 (00:06:39) (chat)  Zmeigo: Артур не надо осуждать пусть будит все как есть , а то отпишусь)))
17:05:55 (00:06:39) (chat)  LOTUUUUS: не затухло а стразу отключилась музыка NoWay NoWay
17:05:57 (00:06:41) (chat)  xbi_xbi: профессионально BrokeBack
17:05:57 (00:06:42) (chat)  Roorm: PogChamp
17:05:58 (00:06:42) (chat)  ladg91: @BlackUFA Главный грузчик - парень работящий, Главный грузчик – прёт, кладёт и тащит. Знайте, главный грузчик может слова сказать, После которых каждый захочет поразгружать.
17:05:58 (00:06:43) (chat)  moon_and_star: АЛЛО
17:06:03 (00:06:48) (chat)  jolintropitantos: LUL LUL LUL
17:06:04 (00:06:48) (chat)  Nightbot: ● Мой твиттер - twitter.com/Sempai_Black ● Группа в вк - vk.com/b_silver ● Канал - youtube.com/BlackSilverUfa ● Дополнительные смайлы в приложении BetterTTV - https://nightdev.com/betterttv/ ● Наш сервер в Discord - https://discordapp.com/invite/bsndw
17:06:04 (00:06:49) (chat)  YuraDaim: привет всем DealWithIt
17:06:06 (00:06:50) (chat)  vitaminka_zet: сегодня досматривала запись стрима, у меня чуть не случился передоз этой игрой LUL
17:06:07 (00:06:52) (chat)  TheDrHax: pepeLaugh
17:06:08 (00:06:52) (chat)  Daredo_: KEKW
17:06:08 (00:06:53) (chat)  MegaGazon: LULWW
17:06:09 (00:06:53) (chat)  Respya: LUL
17:06:10 (00:06:54) (chat)  borodataya_martyshka: Это про меня с понедельника по пятницу
17:06:11 (00:06:55) (chat)  FeelsEvgeshA: peepoSprint
17:06:11 (00:06:55) (chat)  nagarashi_aino: OMEGALUL OMEGALUL
17:06:11 (00:06:56) (chat)  artemius1334: ололололо я водитель НЛО
17:06:11 (00:06:56) (chat)  yarnys: monkaSHAKE
17:06:13 (00:06:57) (chat)  CycleOfFire: KEKW
17:06:13 (00:06:57) (chat)  Ananassya: так же было OMEGALUL
17:06:13 (00:06:58) (chat)  J_Bandit: LUL LUL LUL
17:06:14 (00:06:58) (chat)  WiseDolphin321: monkaSHAKE
17:06:14 (00:06:58) (chat)  damien_killon: алло
17:06:14 (00:06:59) (chat)  zeitgeistxxl: NotLikeThis
17:06:15 (00:07:00) (chat)  Pixie_Djin: PressF
17:06:15 (00:07:00) (chat)  aristerk90: bufaKojimaGenius bufaKojimaGenius bufaKojimaGenius
17:06:18 (00:07:02) (chat)  Albatros128: Ящики повсюду! Они на деревьях!
17:06:18 (00:07:02) (chat)  Bogratova: @BlackUFA Найтботу нужна команда !ало LUL как говорится, клин клином вышибать
17:06:20 (00:07:04) (chat)  forty42two: А патчи выходили за ночь?
17:06:21 (00:07:06) (chat)  Alex15190: @BlackUFA ты во сне ящик забыл! Kappa
17:06:23 (00:07:08) (chat)  blackoren56: LUL LUL
17:06:24 (00:07:08) (chat)  vladiskor_tw: LUL
17:06:25 (00:07:09) (chat)  abis13131: Пора идти в грузчики,нафиг стримы
17:06:25 (00:07:09) (chat)  YuraDaim: KEKWLUL
17:06:26 (00:07:10) (chat)  Orange_Q: в розовый?
17:06:29 (00:07:13) (chat)  mafofing: хах, прям как моя работа, тоже постоянно сниться что переписываю очередное дерьмо
17:06:29 (00:07:14) (chat)  MegaGazon: @vitaminka_zet согласен, это что-то с чем-то
17:06:30 (00:07:14) (chat)  razorlance02: @BlackUFA Ну ты же опытный грузчик
17:06:31 (00:07:15) (chat)  TheDrHax: AYAYA
17:06:32 (00:07:16) (chat)  MsFirehawk: радуется!
17:06:35 (00:07:20) (chat)  Roorm: bufaKojimaGenius Это же классно
17:06:36 (00:07:20) (chat)  xbi_xbi: кодзима съел мозг ортура BrokeBack
17:06:38 (00:07:22) (chat)  Daredo_: pepeLaugh
17:06:39 (00:07:23) (chat)  ya_dmitry_ru: люди которые ставят 10/10 - протестуют против 0/10 xop0Tfu
17:06:39 (00:07:23) (chat)  im_hentai: его можно уже перекрасить @blackufa
17:06:39 (00:07:23) (chat)  6665556: Спящий режим = мы снимаем, как вы ходите по дому в трусах и отправляем в головной офис?
17:06:41 (00:07:25) (chat)  MegaGazon: AYAYA
17:06:43 (00:07:27) (chat)  Ananassya: pepeL
17:06:44 (00:07:28) (chat)  nagarashi_aino: Он радовался ващет)
17:06:44 (00:07:28) (chat)  riseff: это уже на другом острове?
17:06:44 (00:07:28) (chat)  fenikseez: Сем,еще одно пасиление нуждается в тебе LUL LUL
17:06:45 (00:07:30) (chat)  damncoolpanda: так он смеялся)
17:06:46 (00:07:30) (chat)  maemicorvo: он хлопал в ладошки? так мило
17:06:47 (00:07:32) (chat)  AlmightyPuding: @BlackUFA Бежим, земля дрожит, чем мы не лошади LUL
17:06:48 (00:07:32) (chat)  Daredo_: CoolStoryBob CoolStoryBob CoolStoryBob
17:06:49 (00:07:34) (chat)  fivepointsgang: помойму он радуется
17:06:50 (00:07:34) (chat)  JoseMarti1853: ББ - взболтать, но не смешивать.
17:06:51 (00:07:35) (chat)  lorandesore_: взболтать но не смешивать @BlackUFA
17:06:51 (00:07:36) (chat)  tiger_mafia_zulu: LUL
17:06:56 (00:07:41) (chat)  tiger_mafia_zulu: WLUL
17:06:58 (00:07:42) (chat)  hero1ca: BSUHee
17:06:59 (00:07:43) (chat)  eidesent: мне кажется, он порадовался возвращению в игру
17:07:00 (00:07:45) (chat)  damncoolpanda: костюм разве можно? только очки и рюкзак же
17:07:01 (00:07:46) (chat)  tiger_mafia_zulu: LULW
17:07:05 (00:07:49) (chat)  glebtoday: @BlackUFA кого ты будешь рекламировать? Зеленых или желтых? Или, может быть, ты создашь свой цвет?
17:07:05 (00:07:49) (chat)  Direxfull: Clap
17:07:05 (00:07:49) (chat)  ACATOP: опытный КОРМЯЩИЙ грузчик
17:07:07 (00:07:51) (chat)  tamasin_: @BlackUFA ты обещал в начале прочесть все, что не прочел вчера <3
17:07:07 (00:07:52) (chat)  morlock871: ждём следующую игру про строителя
17:07:08 (00:07:52) (chat)  Maxsimuss007: Дай пожрать! BabyRage BabyRage BabyRage
17:07:09 (00:07:54) (chat)  aristerk90: 9 ч 49 минут
