03:25:12 (00:00:00) (comm)  prizm199: ьр
23:05:23 (00:08:45) (chat)  Kum7: wlg5 wlg5 wlg5
23:05:24 (00:08:46) (chat)  Maelochka: wlg5 wlg5 wlg5
23:05:28 (00:08:51) (chat)  NuclearThreatTeam: wlg5 wlg5 wlg5 wlg5
23:05:31 (00:08:53) (chat)  textolite: @WELOVEGAMES Шлем фоллаутовский на голову налазит?)
23:05:31 (00:08:54) (chat)  Ne_FaKT: Да я бы поиграл
23:05:33 (00:08:55) (chat)  Nakrasomah: wlg5 wlg5 wlg5
23:05:33 (00:08:55) (chat)  Ne_FaKT: в такое
23:05:35 (00:08:57) (chat)  appolinariya_o: а с телефона нельзя подписаться со скидкой? 🙁
23:05:38 (00:09:01) (chat)  Estirada: @FeBellus Привет, сладкий))
23:05:40 (00:09:02) (chat)  VitaliiVetal: @welovegames Привет хранитель приятного вечера и отличного стрима тебе !!!!!!!!!!!!
23:05:40 (00:09:02) (chat)  DokerStim: @Estirada Привеет wlgLuv wlgFlowers
23:05:45 (00:09:07) (chat)  Ne_FaKT: после смерти отоспимся
23:05:46 (00:09:09) (chat)  VitaliiVetal: Чатик привет !!!!
23:05:46 (00:09:09) (chat)  NuclearThreatTeam: @ULItochka_Games Добро пожаловать wlgPled wlgMug
23:05:48 (00:09:11) (chat)  princessintears: @appolinariya_o, увы нет
23:05:49 (00:09:11) (chat)  Estirada: @DokerStim wlgHype wlgLuv
23:05:51 (00:09:14) (chat)  ULItochka_Games: @WELOVEGAMES Приползла, так сказать wlgF
23:05:51 (00:09:14) (chat)  BANDGAMING: @WELOVEGAMES Денис, ты скачиваешь все игры с названием СПЭЙС?
23:05:52 (00:09:15) (chat)  DokerStim: @Mrs_Christ wlgPled wlgHype wlgFlowers
23:05:57 (00:09:19) (chat)  FeBellus: @Estirada PogChamp
23:06:01 (00:09:24) (chat)  santimentorr: @nuclearthreatteam wlgF
23:06:03 (00:09:26) (chat)  Mrs_Christ: Как же хочу, чтобы он прошел Неудачу FeelsBadMan
23:06:04 (00:09:26) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
23:06:09 (00:09:31) (chat)  KaterinaAbram: Так как Здоровье ?
23:06:09 (00:09:31) (chat)  LUCKY_SAM: Приветствую Тебя @WELOVEGAMES luckys9Luckypivo wlgF wlgLuck Привет Чатик wlgLuck wlgLuv wlgPled wlgMug bjornLove
23:06:09 (00:09:31) (chat)  wlgboy: @Diligent спасибо за поддержку на 111.00 RUB. Вам было выдано соответствующее кол-во крышечек.
23:06:11 (00:09:34) (chat)  Ne_FaKT: @WELOVEGAMES а сам бы какой космический симулятор посоветовал бы
23:06:12 (00:09:34) (chat)  Mrs_Christ: @DokerStim wlgLuv wlgLuv
23:06:12 (00:09:35) (chat)  wooden_house_: ДэнЖрус
23:06:13 (00:09:36) (chat)  carbon_add: wlgAsm элитка
23:06:14 (00:09:36) (chat)  R1ddick: старситизен надо было Kappa
23:06:16 (00:09:39) (chat)  NuclearThreatTeam: @santimentorr wlgF wlgCheers
23:06:17 (00:09:39) (chat)  sanya00: @welovegames Раз меня заметили, с меня тир 2 подписка
23:06:17 (00:09:40) (chat)  FeBellus: BibleThump Когда уже вернут мою личность
23:06:19 (00:09:41) (chat)  PervyiIzKosmosa: !wasteland
23:06:19 (00:09:42) (chat)  wlgboy: @PervyiIzKosmosa вы уже находитесь в пустоши. Времени до возвращения: 30 минут.
23:06:22 (00:09:45) (chat)  ULItochka_Games: Усем пасиба за приветствие)
23:06:23 (00:09:45) (chat)  AlexanderRoman: еверспейс аркада
23:06:25 (00:09:48) (chat)  Sweetiepie66: @LUCKY_SAM wlg5
23:06:26 (00:09:48) (chat)  alenafff: @lucky_sam wlg5 wlg5 wlgHype
23:06:26 (00:09:49) (chat)  VitaliiVetal: @welovegames А что сбалами почему ты невключаеш систему балов!!!!!!!!
23:06:31 (00:09:53) (chat)  asmodey935: wlg5 wlgPeka wlg5
23:06:33 (00:09:55) (chat)  AlexxNT_96RU: @WELOVEGAMES c Днём рождения Ден, спасибо за стримы, давно смотрю уже лет 5 так что так держать и успехов в делах и развиваться далее PowerUpL PowerUpL SwiftRage SwiftRage PowerUpR
23:06:35 (00:09:58) (chat)  Bogda123: Bogda123 subscribed at Tier 1. 
23:06:35 (00:09:58) (chat)  wlgboy: @Bogda123 документы на гражданство Убежища успешно оформлены! Вам выдано 500 крышечек и 1 слот в инвентаре.
23:06:37 (00:09:59) (chat)  Stoned_Eyes: всем привет
23:06:37 (00:10:00) (chat)  NuclearThreatTeam: @ULItochka_Games Располагайся =)
23:06:40 (00:10:03) (chat)  Mrs_Christ: wlg5 wlg5 wlg5 wlg5
23:06:41 (00:10:03) (chat)  Maelochka: wlg5 wlg5 wlg5
23:06:41 (00:10:03) (chat)  Kum7: wlg5 wlg5 wlg5
23:06:41 (00:10:04) (chat)  FeBellus: @alenafff https://coub.com/view/19ml5j
23:06:41 (00:10:04) (chat)  Nospire: wlg5 wlg5 wlg5 OWL2019Tracer OWL2019Tracer
23:06:44 (00:10:06) (chat)  princessintears: wlg5 wlg5 wlg5 wlg5
23:06:44 (00:10:06) (chat)  LUCKY_SAM: wlg5 wlgLuck wlg5 wlgLuck wlg5 wlgLuck
23:06:44 (00:10:07) (chat)  santimentorr: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
23:06:45 (00:10:07) (chat)  Sweetiepie66: wlg5 wlg5 wlg5
23:06:46 (00:10:08) (chat)  GameNoRuins: @welovegames как насчёт Endless Space?
23:06:47 (00:10:09) (chat)  PervyiIzKosmosa: wlg5 wlg5 wlg5
23:06:49 (00:10:12) (chat)  NuclearThreatTeam: wlg5 wlg5 wlg5 wlg5 wlg5
23:06:50 (00:10:12) (chat)  Ne_FaKT: У меня уже 9))
23:07:00 (00:10:22) (chat)  NekitChannelFun: такс, посмотрим wlgThonk
23:07:02 (00:10:24) (chat)  lavrin__: @WELOVEGAMES Денис ты Нафаню поздравил с др?
23:07:04 (00:10:27) (chat)  Mrs_Christ: @Bogda123 @Stoned_Eyes wlgF wlgF
23:07:05 (00:10:28) (chat)  NekitChannelFun: !caps
23:07:06 (00:10:28) (chat)  wlgboy: @NekitChannelFun ваш баланс составляет 500 крышечек.
23:07:07 (00:10:29) (chat)  NuclearThreatTeam: @Bogda123 Добро пожаловать wlgF wlgMug
23:07:07 (00:10:29) (chat)  Stoned_Eyes: а кого то минут первого
23:07:07 (00:10:29) (chat)  LUCKY_SAM: @GlebBio @Sweetiepie66 @alenafff wlgLuck wlgLuv bjornLove
23:07:08 (00:10:30) (chat)  asmodey935: WutFace WutFace WutFace
23:07:12 (00:10:35) (chat)  jajab1ngs: @WELOVEGAMES Денис Денис привет у тебя за спиной всегда так красиво светится проведешь экскурсию как-нибудь?
23:07:13 (00:10:35) (chat)  NekitChannelFun: !help
23:07:13 (00:10:35) (chat)  Nightbot: Все команды прописываются с "!" в начале: faq, sub, don, up, games, rgg, vod, trade, mt, disc, vk, tw, yt, inst, coub, steam.
23:07:13 (00:10:36) (chat)  wlgboy: command list - !passport, !ball, !caps [give/top/add/take], !buy, !inv [drop/clear], !throw, !rockets [top], !wasteland, !trade [cancel/accept/decline]
23:07:18 (00:10:41) (chat)  wlgboy: @GlebBio вы уже находитесь в пустоши. Времени до возвращения: 36 секунд.
23:07:19 (00:10:41) (chat)  Eu6ene: @WELOVEGAMES Дратутеееее
23:07:20 (00:10:42) (chat)  Teiven: сургэ 2
23:07:26 (00:10:49) (chat)  NekitChannelFun: !passport
23:07:28 (00:10:51) (chat)  BANDGAMING: @WELOVEGAMES т.е. целый час мы будем смотреть на тебя и слушать как ты играешь?
23:07:31 (00:10:54) (chat)  lunacy89: как у тебя быстро так усы и борода выросли asmoF
23:07:33 (00:10:56) (chat)  NuclearThreatTeam: @Eu6ene wlg5 wlgDen
23:07:34 (00:10:57) (chat)  Ne_FaKT: крутая вещь
23:07:35 (00:10:57) (chat)  ShakkyJake: Что за наушники с микрофоном? Модель?
23:07:35 (00:10:57) (chat)  Bogda123: wlg5 wlg5 wlg5 всем привет bogda1Hi bogda1Hi bogda1Hi
23:07:36 (00:10:58) (chat)  totsamyiharry: !wasteland
23:07:36 (00:10:58) (chat)  wlgboy: @totsamyiharry вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 46 минут.
23:07:36 (00:10:58) (chat)  Mrs_Christ: @WELOVEGAMES Очень клевый у теюя ракурс сегодня
23:07:38 (00:11:00) (chat)  vsemhoroso: anakGasm anakGasm anakGasm anakGasm
23:07:39 (00:11:01) (chat)  Ne_FaKT: у меня настоле тоже лежит
23:07:39 (00:11:02) (chat)  jDreamcatcher: У меня уже 21.00, начинай wlgPeka
23:07:40 (00:11:02) (chat)  asmodey935: wlgPeka wlgPeka wlgPeka wlgPeka
23:07:40 (00:11:03) (chat)  Sirius___7: палка чесалка ух
23:07:41 (00:11:03) (chat)  masturbatya3000: @welovegames Дениииис
23:07:42 (00:11:04) (chat)  vsemhoroso: о да
23:07:42 (00:11:04) (chat)  Kum7: billyReady
23:07:43 (00:11:06) (chat)  princessintears: wlgAsm wlgAsm wlgAsm
23:07:47 (00:11:09) (chat)  ShakkyJake: ))
23:07:48 (00:11:11) (chat)  Ne_FaKT: целый час мы будем смотреть как он массажирует себе голову!
23:07:49 (00:11:12) (chat)  mancut: мурашка антистрес каеф
23:07:51 (00:11:14) (chat)  AlexanderRoman: сюрдж говно
23:07:53 (00:11:15) (chat)  princessintears: клёвая штука
23:07:54 (00:11:16) (chat)  Vlissa_jin: Всем доброго вечера Чатик, Денис @welovegames wlgLuv wlgLuv wlgLuv wlgLuv
23:07:54 (00:11:16) (chat)  Mudriy_krolik: !wasteland
23:07:54 (00:11:16) (chat)  AlexanderRoman: сорри
23:07:54 (00:11:17) (chat)  wlgboy: @Mudriy_krolik вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 54 минуты.
23:07:55 (00:11:17) (chat)  wlgboy: @GlebBio вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 85 секунд. Вы нашли необычный предмет на старой свалке - [Осколочная граната]. К сожалению у вас не было места в инвентаре. Вы надежно спрятали находку, записали координаты местонахождения предмета и продали их перекупщику за 96 крышечек.
23:07:55 (00:11:18) (chat)  Stoned_Eyes: а что сегодня играешь?
23:07:57 (00:11:19) (chat)  LUCKY_SAM: wlgAsm wlgAsm ОоОоо Оргазм-атор головы wlgAsm wlgAsm
23:07:59 (00:11:21) (chat)  King_of_ICQ_: @WELOVEGAMES давай уде Терарию
23:07:59 (00:11:21) (chat)  Eu6ene: @NuclearThreatTeam wlgCheers wlgCheers wlgCheers wlgCheers wlg5
23:08:06 (00:11:28) (chat)  moh_bolotniy: !wasteland
23:08:06 (00:11:29) (chat)  PervyiIzKosmosa: Почешите мне спинку
23:08:06 (00:11:29) (chat)  wlgboy: @moh_bolotniy вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 38 минут.
23:08:08 (00:11:30) (chat)  4prizrak4: когда терария хе х
23:08:09 (00:11:32) (chat)  Estirada: wlgAsm wlgAsm wlgAsm
23:08:10 (00:11:32) (chat)  ShakkyJake: Что за наушники с микрофоном ?? Модель
23:08:10 (00:11:32) (chat)  FeBellus: @WELOVEGAMES Это ты после вчерашнего стрима купил?
23:08:10 (00:11:32) (chat)  NekitChannelFun: !inv
23:08:10 (00:11:33) (chat)  wlgboy: @NekitChannelFun в вашем инвентаре нет предметов. Занято слотов: [0/1]
23:08:11 (00:11:33) (chat)  Mrs_Christ: 18+
23:08:12 (00:11:35) (chat)  SupDmitry: KappaPride
23:08:13 (00:11:35) (chat)  PervyiIzKosmosa: Kreygasm
23:08:14 (00:11:36) (chat)  Sporka: wlgAsm wlgAsm wlgAsm
23:08:15 (00:11:37) (chat)  tribunal40k: вошек погонять))
23:08:15 (00:11:37) (chat)  Sweetiepie66: @Vlissa_jin wlg5
23:08:16 (00:11:38) (chat)  Baug1ir: monkaS
23:08:17 (00:11:40) (chat)  NuclearThreatTeam: @Eu6ene wlgPled wlgMug
23:08:18 (00:11:41) (chat)  princessintears: gachiPRIDE
23:08:19 (00:11:41) (chat)  persiano: Всем привет wlg5 wlg5 wlg5
23:08:19 (00:11:41) (chat)  NekitChannelFun: !wasteland
23:08:19 (00:11:42) (chat)  wlgboy: @NekitChannelFun вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 46 минут.
23:08:20 (00:11:42) (chat)  abc1331: о привет Ден, чат
23:08:20 (00:11:42) (chat)  kvasniydwarf: Kreygasm Kreygasm Kreygasm Kreygasm
23:08:21 (00:11:44) (chat)  totsamyiharry: @mrs_christ wlgDen
23:08:23 (00:11:46) (chat)  Nospire: @WELOVEGAMES Хитачи круче =) Советую
23:08:24 (00:11:46) (chat)  Bogda123: @WELOVEGAMES привет денис, чет подписка не орем пока, смотрю тебя с симулятора козы)) все таки решил подписаться на твое творчество
23:08:24 (00:11:47) (chat)  deamcast: wlg5 v005 tvjuiceHi
23:08:27 (00:11:49) (chat)  VitaliiVetal: @welovegames Почему ты не включиш систему балов которыми можно неподписчикам разблокироватьтвои смайлы в режиме подписки на сутки
23:08:30 (00:11:53) (chat)  Vlissa_jin: @mudriy_krolik @lucky_sam @moh_bolotniy @pervyiizkosmosa @pervyiizkosmosa @princessintears wlgPled wlgLuv
23:08:32 (00:11:54) (chat)  dac0n1: @WELOVEGAMES скоро террария будет? LUL
23:08:33 (00:11:56) (chat)  aleksi_13: Привет, котики! wlgHype wlg5
23:08:34 (00:11:56) (chat)  princessintears: @totsamyiharry, wlgLuv
23:08:34 (00:11:56) (chat)  PervyiIzKosmosa: @persiano wlg5
23:08:34 (00:11:57) (chat)  alenafff: DankPepe
23:08:35 (00:11:57) (chat)  Nospire: +
23:08:36 (00:11:58) (chat)  wolf4444wolf: @WELOVEGAMES Привет Денис )со мной кста так и не связались
23:08:42 (00:12:04) (chat)  NuclearThreatTeam: Подписька оформлена wlgDen
23:08:43 (00:12:05) (chat)  doberman4ik_: Всем привет wlg5 Сегодня коротко <3
23:08:43 (00:12:06) (chat)  vsemhoroso: @princessintears, anakShy тебе хорошо?
23:08:44 (00:12:06) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
23:08:44 (00:12:07) (chat)  totsamyiharry: @princessintears wlgHype wlgHype
23:08:46 (00:12:08) (chat)  santimentorr: @aleksi_13 wlg5 wlg5
23:08:46 (00:12:08) (chat)  NekitChannelFun: @welovegames я подписался вне стрима кста wlg5 wlgOralb
23:08:50 (00:12:12) (chat)  LUCKY_SAM: Ну показИ, Чуть-чуть. bongoTap
23:08:52 (00:12:14) (chat)  PervyiIzKosmosa: @Vlissa_jin wlgLuv wlgFlowers
23:08:52 (00:12:15) (chat)  princessintears: @Vlissa_jin wlgHype wlgLuv
23:08:54 (00:12:16) (chat)  NuclearThreatTeam: @alenafff wlg5 wlgPled
23:08:58 (00:12:20) (chat)  Sweetiepie66: @doberman4ik_ wlg5
23:08:59 (00:12:21) (chat)  totsamyiharry: @nekitchannelfun wlg5 wlg5 wlg5
23:09:04 (00:12:26) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
23:09:04 (00:12:27) (chat)  leha_1488: игр не будет?? @welovegames
23:09:04 (00:12:27) (chat)  LUCKY_SAM: @Vlissa_jin wlgLuck wlgLuv
23:09:05 (00:12:27) (chat)  persiano: @pervyiizkosmosa wlgMug wlgMug wlg5
23:09:05 (00:12:28) (chat)  AlexanderRoman: пройди обучение
23:09:06 (00:12:28) (chat)  Gold9999999: что будет в 9?
23:09:06 (00:12:28) (chat)  GERXAGON: 4Head 4Head 4Head 4Head 4Head
23:09:11 (00:12:33) (chat)  seafighter: до 21 стрим ASMR ?
23:09:12 (00:12:34) (chat)  textolite: wlgOralb wlgOralb
23:09:14 (00:12:36) (chat)  vovanchik977553: о ведьмачело
23:09:15 (00:12:37) (chat)  Vlissa_jin: wlgLuv wlgLuv wlgLuv wlgLuv
23:09:17 (00:12:39) (chat)  FeBellus: LUL
23:09:17 (00:12:39) (chat)  aleksi_13: @santimentorr wlg5 wlgCheers
23:09:20 (00:12:42) (chat)  FireFly_Serenity: ахахахах
23:09:21 (00:12:43) (chat)  THE_AK1FA: LUL LUL LUL LUL
23:09:22 (00:12:45) (chat)  santimentorr: @doberman4ik_ а почему? твк не катит... привет wlgOralb wlgDuck
23:09:23 (00:12:45) (chat)  PervyiIzKosmosa: LUL
23:09:23 (00:12:45) (chat)  NuclearThreatTeam: wlgPeka wlgPeka
23:09:23 (00:12:45) (chat)  RelaxDD: LUL
23:09:24 (00:12:46) (chat)  Ne_FaKT: Дурачек)
23:09:24 (00:12:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
23:09:24 (00:12:46) (chat)  dac0n1: @WELOVEGAMES либо он просто хотел посмотреть запись стрима
23:09:24 (00:12:46) (chat)  Didok21: Что за игра будет? Всем вечер добрый!
23:09:24 (00:12:47) (chat)  Strix_team: Ден как здоровье?)
23:09:25 (00:12:47) (chat)  Kadanaq: 2ой 100%
23:09:26 (00:12:48) (chat)  lunacy89: я всегда путаю
23:09:26 (00:12:49) (chat)  PervyiIzKosmosa: 2
23:09:27 (00:12:49) (chat)  FireFly_Serenity: igorPeka igorPeka
23:09:27 (00:12:49) (chat)  Kum7: igorLol igorLol igorLol
23:09:29 (00:12:51) (chat)  SupDmitry: Это тоже запись кста
23:09:30 (00:12:52) (chat)  Reo_Rus: LUL LUL LUL
23:09:30 (00:12:53) (chat)  Baug1ir: CarlSmile
23:09:31 (00:12:53) (chat)  PervyiIzKosmosa: LUL
23:09:31 (00:12:53) (chat)  LOlTER_Squad: hehDed
23:09:31 (00:12:54) (chat)  NekitChannelFun: @welovegames нет, мне просто записи посмотреть захотелось wlgDen
23:09:31 (00:12:54) (chat)  princessintears: MiniK
23:09:32 (00:12:54) (chat)  Mrs_Christ: Хотю внимания HeavyBreathing
23:09:32 (00:12:55) (chat)  FeBellus: @LUCKY_SAM О, варгеймингович
23:09:35 (00:12:57) (chat)  Ne_FaKT: Так дурачки + в чай
23:09:38 (00:13:00) (chat)  Mudriy_krolik: @Vlissa_jin wlgMug wlgPled wlgLuv
23:09:39 (00:13:02) (chat)  steel1er: alexiaBan
23:09:40 (00:13:02) (chat)  THE_AK1FA: @strix_team, moonxPog wlg5
23:09:41 (00:13:03) (chat)  PervyiIzKosmosa: +
23:09:41 (00:13:03) (chat)  lunacy89: это запись ?
23:09:42 (00:13:05) (chat)  asmodey935: @WELOVEGAMES Дэнис я не нашел записи на игру Bioshock!Ты не интересовался ей?
23:09:47 (00:13:09) (chat)  Vlissa_jin: wlgPled wlgLuv wlgLuv wlgLuv
23:09:48 (00:13:11) (chat)  Mrs_Christ: да это запись
23:09:49 (00:13:11) (chat)  AViLovePlay: Денису 8 лет PogChamp
