03:33:55 (00:00:00) (comm)  S1mplerV: !гз
20:45:51 (00:13:58) (chat)  lemnian: @WELOVEGAMES в настройках можно сделать обводку у курсора, его так лучше видно будет wlgLuv
20:45:53 (00:14:00) (chat)  EMOBLAZE: 6(12)
20:45:53 (00:14:01) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
20:45:55 (00:14:02) (chat)  GlebBio: @kurt_kd roddBro roddBro roddBro
20:45:55 (00:14:03) (chat)  dilvot: bjornGasm
20:45:56 (00:14:03) (chat)  EMOBLAZE: Kappa
20:45:56 (00:14:04) (chat)  DValerianka: @WELOVEGAMES привет Динис) Кусь чатик) Модерам отдельное)
20:45:59 (00:14:06) (chat)  SwampDoctor113: Никакой таксичности. Только чилл
20:46:03 (00:14:10) (chat)  KURT_KD: wlgPeka wlgPeka wlgPeka wlgPeka
20:46:10 (00:14:17) (chat)  EDIIS: где 6, там и 10 часов Kappa
20:46:10 (00:14:18) (chat)  17thRain: @WELOVEGAMES ну что еще на 12 часов ?
20:46:12 (00:14:20) (chat)  fertonok: @romes_1986 wlgSad посиди подумай на своими словами
20:46:15 (00:14:22) (chat)  GlebBio: @mutabor_shooter @emoblaze wlg5 wlgFlowers wlg5 wlgFlowers wlg5
20:46:19 (00:14:26) (chat)  Mrs_Christ: @DValerianka Привет))
20:46:19 (00:14:27) (chat)  Eu6ene: Eu6ene subscribed at Tier 1. They've subscribed for 3 months! 
20:46:21 (00:14:28) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
20:46:24 (00:14:31) (chat)  KURT_KD: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
20:46:24 (00:14:32) (chat)  fertonok: wlg5 wlg5 wlg5
20:46:24 (00:14:32) (chat)  Mrs_Christ: wlg5 wlg5 wlg5 wlg5
20:46:26 (00:14:33) (chat)  EMOBLAZE: @GlebBio wlg5 wlg5 wlg5
20:46:26 (00:14:33) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
20:46:27 (00:14:34) (chat)  graaaanet: @GlebBio @KURT_KD @Mrs_Christ wlgHype wlgLuv
20:46:27 (00:14:35) (chat)  Mutabor_Shooter: wlg5 wlg5 wlg5 wlg5
20:46:28 (00:14:35) (chat)  GlebBio: @fertonok roddIQ
20:46:33 (00:14:40) (chat)  dilvot: bjornLapa bjornLapa bjornLapa bjornLapa bjornLapa
20:46:35 (00:14:43) (chat)  SwampDoctor113: TPFufun TPFufun TPFufun
20:46:38 (00:14:45) (chat)  Dimka90: wlg5 wlg5 wlg5
20:46:38 (00:14:46) (chat)  Fomikrai: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
20:46:43 (00:14:50) (chat)  pvay: Всем привет
20:46:44 (00:14:52) (chat)  DValerianka: Mrs_Christ приветище))
20:46:50 (00:14:57) (chat)  FireFly_Serenity: ахаххаха
20:46:50 (00:14:57) (chat)  fertonok: @pvay, ghbdtn
20:46:53 (00:15:01) (chat)  dilvot: @pvay Привет bjornPled
20:46:54 (00:15:01) (chat)  a1ex642: @pvay ✌
20:46:55 (00:15:03) (chat)  ASAGIUS: @pvay wlg5
20:46:56 (00:15:03) (chat)  GlebBio: @graaaanet @pvay dangarHi dangarHi dangarHi
20:46:57 (00:15:04) (chat)  Mutabor_Shooter: @pvay wlg5 wlg5 wlg5
20:46:58 (00:15:06) (chat)  fertonok: @pvay привет)
20:47:00 (00:15:07) (chat)  Fomikrai: привет чат, что тут у них wlgPeka
20:47:06 (00:15:13) (chat)  Mrs_Christ: Можно ж отключить в стиме оповещение, что кто-то там пошел играть? они меня бесят
20:47:06 (00:15:13) (chat)  GlebBio: @asagius wlgMug wlgMug wlgMug wlgMug
20:47:09 (00:15:16) (chat)  graaaanet: @pvay wlg5
20:47:14 (00:15:22) (chat)  Mrs_Christ: @graaaanet wlgLuv wlgLuv
20:47:15 (00:15:22) (chat)  KURT_KD: @pvay @graaaanet wlg5 wlg5 wlg5 wlg5 wlg5 wlgF wlgMug
20:47:21 (00:15:28) (chat)  Nicothin: wlgF
20:47:23 (00:15:30) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
20:47:24 (00:15:31) (chat)  pvay: LUL
20:47:24 (00:15:32) (chat)  ASAGIUS: @GlebBio wlg5
20:47:28 (00:15:35) (chat)  Driliad: @pvay wlgF
20:47:29 (00:15:37) (chat)  KURT_KD: wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka
20:47:32 (00:15:39) (chat)  GlebBio: @wlgboy Тв чего ???
20:47:37 (00:15:45) (chat)  fertonok: @mrs_christ, вроде да wlgThonk
20:47:40 (00:15:48) (chat)  Sparhok: да удалите его и все
20:47:42 (00:15:49) (chat)  SwampDoctor113: Алчные гномы TPFufun
20:47:44 (00:15:51) (chat)  pvay: Ахахаха
20:47:45 (00:15:52) (chat)  VAMPIRIGG: wlgDeer wlgDeer wlgDeer
20:47:47 (00:15:55) (chat)  graaaanet: @Mrs_Christ Да. поставь просто режим офф и вроде не будет приходить.
20:47:50 (00:15:57) (chat)  genepu1: Ууу
20:47:50 (00:15:58) (chat)  a1ex642: LUL LUL LUL LUL
20:47:51 (00:15:58) (chat)  KURT_KD: wlgPeka wlgPeka wlgPeka wlgPeka
20:47:52 (00:15:59) (chat)  ttquattro: да его можно простить
20:47:53 (00:16:01) (chat)  Dimka90: LUL
20:47:54 (00:16:01) (chat)  Fomikrai: wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka
20:47:55 (00:16:02) (chat)  DrKringge: LUL
20:47:58 (00:16:05) (chat)  lemnian: wlgPeka wlgPeka wlgPeka wlgPeka
20:47:59 (00:16:06) (chat)  Nicothin: wlgPeka
20:48:00 (00:16:07) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
20:48:02 (00:16:09) (chat)  runx: wlgPeka wlgPeka wlgPeka wlgPeka
20:48:06 (00:16:13) (chat)  NozkaStula: !wasteland
20:48:06 (00:16:14) (chat)  wlgboy: @NozkaStula вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 52 минуты.
20:48:12 (00:16:19) (chat)  GlebBio: !caps
20:48:12 (00:16:19) (chat)  KURT_KD: Гном такого роста ? wlgPeka
20:48:12 (00:16:19) (chat)  wlgboy: @GlebBio ваш баланс составляет 895 крышечек.
20:48:19 (00:16:26) (chat)  GlebBio: !wasteland
20:48:19 (00:16:27) (chat)  wlgboy: @GlebBio вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 45 минут.
20:48:20 (00:16:28) (chat)  KURT_KD: @nozkastula wlg5 wlgF
20:48:27 (00:16:35) (chat)  ASAGIUS: @NozkaStula ellviBe
20:48:28 (00:16:36) (chat)  NozkaStula: @kurt_kd, wlg5
20:48:29 (00:16:36) (chat)  Black__Heart: !caps
20:48:29 (00:16:37) (chat)  wlgboy: @Black__Heart ваш баланс составляет 118600 крышечек.
20:48:30 (00:16:38) (chat)  fertonok: @NozkaStula wlgOralb wlg5
20:48:31 (00:16:38) (chat)  Ryzhayaryzhaya: Ryzhayaryzhaya subscribed at Tier 1. They've subscribed for 29 months! фыр фыр фыр всем <3
20:48:31 (00:16:38) (chat)  ASAGIUS: !wasteland
20:48:31 (00:16:39) (chat)  s0ul_harvester: Гном переросток)
20:48:31 (00:16:39) (chat)  wlgboy: @ASAGIUS вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 39 минут.
20:48:32 (00:16:40) (chat)  GlebBio: @nozkastula dangarLove dangarLove dangarLove
20:48:32 (00:16:40) (chat)  pvay: @NozkaStula Привет, Сергей
20:48:34 (00:16:41) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
20:48:35 (00:16:42) (chat)  KURT_KD: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
20:48:38 (00:16:45) (chat)  fertonok: wlg5 wlg5 wlg5 wlg5
20:48:38 (00:16:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
20:48:39 (00:16:46) (chat)  Mutabor_Shooter: wlg5 wlg5 wlg5 wlg5 wlg5
20:48:39 (00:16:46) (chat)  pvay: wlg5 wlg5 wlg5
20:48:40 (00:16:48) (chat)  EMOBLAZE: wlg5 wlg5 wlg5
20:48:41 (00:16:48) (chat)  SwampDoctor113: фыр фыр
20:48:41 (00:16:49) (chat)  Dimka90: wlg5 wlg5 wlg5
20:48:43 (00:16:51) (chat)  Fomikrai: wlg5 wlg5 wlg5 wlg5
20:48:47 (00:16:54) (chat)  Mr_Gelo: Скиньте этот клип? LUL
20:48:48 (00:16:56) (chat)  Titan_DV: !caps
20:48:48 (00:16:56) (chat)  GlebBio: @ryzhayaryzhaya фыр фыр wlgFlowers wlgFlowers
20:48:49 (00:16:56) (chat)  Mrs_Christ: wlg5 wlg5 wlg5 wlg5
20:48:54 (00:17:01) (chat)  ElronSmith: го рестарт
20:48:58 (00:17:05) (chat)  KURT_KD: @asagius wlg5 wlgF wlgPeka
20:49:01 (00:17:08) (chat)  izummonster: - дружба! T_T
20:49:01 (00:17:08) (chat)  VAMPIRIGG: pepeClap pepeClap pepeClap
20:49:06 (00:17:13) (chat)  ASAGIUS: @KURT_KD wlg5
20:49:21 (00:17:28) (chat)  Joker_Smith: драка
20:49:26 (00:17:33) (chat)  KURT_KD: задроты wlgWow wlgOralb
20:49:34 (00:17:42) (chat)  graaaanet: !wasteland
20:49:35 (00:17:42) (chat)  wlgboy: @graaaanet вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 42 минуты.
20:49:41 (00:17:49) (chat)  Mrs_Christ: Да ладно?
20:49:48 (00:17:56) (chat)  Mrs_Christ: Двери открыты?
20:49:52 (00:17:59) (chat)  cjladkaya_cojlb: !wasteland
20:49:57 (00:18:04) (chat)  KURT_KD: ес
20:49:58 (00:18:06) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
20:49:59 (00:18:06) (chat)  Mrs_Christ: !wasteland
20:49:59 (00:18:07) (chat)  wlgboy: @Mrs_Christ вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 57 минут.
20:50:00 (00:18:07) (chat)  gatarelub: !throw wlgNade @graaaanet
20:50:02 (00:18:09) (chat)  wlgboy: @gatarelub кидает гранату в @graaaanet и попадает в правую руку!
20:50:04 (00:18:11) (chat)  ASAGIUS: @Mrs_Christ вчера весь день тестировали
20:50:07 (00:18:14) (chat)  Mrs_Christ: Офигеть
20:50:10 (00:18:17) (chat)  Ryzhayaryzhaya: о, дверь починили)
20:50:12 (00:18:19) (chat)  Ryzhayaryzhaya: !wasteland
20:50:12 (00:18:19) (chat)  wlgboy: @Ryzhayaryzhaya вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 40 минут.
20:50:14 (00:18:22) (chat)  Mutabor_Shooter: !wasteland
20:50:15 (00:18:22) (chat)  wlgboy: @Mutabor_Shooter вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 41 минуту.
20:50:18 (00:18:26) (chat)  wlgboy: @EMOBLAZE вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 23 крышкечами. Теперь на вашем балансе 36637 крышечек.
20:50:20 (00:18:27) (chat)  Eu6ene: Kermitpls
20:50:26 (00:18:34) (chat)  graaaanet: @gatarelub Эй! Тебя явно не учили здороваться!))))
20:50:29 (00:18:37) (chat)  EMOBLAZE: !wasteland
20:50:30 (00:18:37) (chat)  wlgboy: @EMOBLAZE вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 33 минуты.
20:50:33 (00:18:40) (chat)  Mrs_Christ: @ASAGIUS В итоге ночью он ушел отдыхать
20:50:34 (00:18:42) (chat)  GlebBio: думает что бот сейчас сломается ((
20:50:38 (00:18:46) (chat)  wlgboy: информация об игровых релизах в сентябре: https://vk.cc/9M1a8T
20:50:46 (00:18:53) (chat)  gulo_lin: @WELOVEGAMES товарищ хранитель совмести на станке гоблина реактивные бутсы и бутсы Гермеса
20:50:50 (00:18:57) (chat)  YokoLi33ner: пошла токсичность
20:50:53 (00:19:00) (chat)  ASAGIUS: @Mrs_Christ он много раз падал
20:50:54 (00:19:01) (chat)  bobuika: wlgDeer wlgDeer wlgDeer wlgDeer
20:50:58 (00:19:05) (chat)  GlebBio: !ball ты на долго влгбой?
20:50:58 (00:19:05) (chat)  wlgboy: @GlebBio вы не можете это сделать, пока находитесь в пустоши.
20:50:59 (00:19:07) (chat)  Zlodji: всё моё
20:51:06 (00:19:13) (chat)  KURT_KD: !wastelend
20:51:07 (00:19:14) (chat)  gatarelub: @graaaanet это приветствие wlgOralb
20:51:17 (00:19:25) (chat)  Mrs_Christ: @ASAGIUS Но в итоге поднимался. Мое увожение
20:51:21 (00:19:29) (chat)  BadRusMan: Что-то твич лагает что-ли...остальные сайты вроде ок работают
20:51:23 (00:19:31) (chat)  17thRain: а Денис то плюшкин :)
20:51:26 (00:19:33) (chat)  Respya: LUL
20:51:28 (00:19:35) (chat)  Mrs_Christ: Ля Денис токсик
20:51:28 (00:19:36) (chat)  SwampDoctor113: Приходишь такой а в доме ни дверей ни канделябров. Зато у кое-кого куча голды и довольная улыбка TPFufun
20:51:35 (00:19:42) (chat)  devils_master1: сундук
20:51:36 (00:19:43) (chat)  dilvot: bjornHa nymnCorn
20:51:38 (00:19:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
20:51:39 (00:19:46) (chat)  Ryzhayaryzhaya: raeCute фыр
20:51:40 (00:19:47) (chat)  KURT_KD: !wastelend
20:51:40 (00:19:47) (chat)  su_rin: сундук в воде
20:51:41 (00:19:48) (chat)  YokoLi33ner: сундук денис
20:51:42 (00:19:49) (chat)  DarkMorg: 3 дня назад мне пришёл ключ в Кал за просмотр стрима Дениса wlgThumb wlgWow
20:51:46 (00:19:53) (chat)  ErronSivors: добрый вечер чат!)
20:51:47 (00:19:54) (chat)  graaaanet: @gatarelub Ну конечно) Гранатой в руку))))) Прям самое то отвесить пятюню
20:51:48 (00:19:55) (chat)  StupidSubscriber: Cундук снизу
20:51:48 (00:19:56) (chat)  KOP0BKA: Сундук
20:51:50 (00:19:57) (chat)  ErronSivors: !wasteland
20:51:50 (00:19:57) (chat)  wlgboy: @ErronSivors у вас недостаточно крышек для выхода в пустошь. Необходимо 15
20:51:53 (00:20:01) (chat)  YokoLi33ner: сундук внизу
20:51:59 (00:20:07) (chat)  dilvot: @ErronSivors Привет bjornPled
20:52:05 (00:20:12) (chat)  YokoLi33ner: в воде сундук внизу
20:52:07 (00:20:14) (chat)  EMOBLAZE: А Кати то где
20:52:08 (00:20:16) (chat)  FireFly_Serenity: типичные разборки при совместном жительстве Kappa
20:52:10 (00:20:17) (chat)  SwampDoctor113: Разогрев пердаков
20:52:13 (00:20:20) (chat)  ErronSivors: @dilvot wlgLuv
20:52:14 (00:20:21) (chat)  Mrs_Christ: Катя скоро будет
20:52:16 (00:20:23) (chat)  gatarelub: @graaaanet здравствуйте wlg5
20:52:20 (00:20:28) (chat)  Ryzhayaryzhaya: @ErronSivors привет)
20:52:22 (00:20:29) (chat)  Respya: @emoblaze, в 6
20:52:30 (00:20:37) (chat)  bobuika: он спит как летучая мышь?
20:52:31 (00:20:38) (chat)  ErronSivors: @Ryzhayaryzhaya фыр)
20:52:33 (00:20:41) (chat)  EMOBLAZE: @Respya Понятненько
20:52:34 (00:20:41) (chat)  gatarelub: @Ryzhayaryzhaya фыр!
20:52:34 (00:20:41) (chat)  STEELor47: Дима Бейл на турнике спит что ли????
20:52:38 (00:20:45) (chat)  SwampDoctor113: Этаааа камунальнаяяяя, камунальнаяяяя...террария
20:52:39 (00:20:47) (chat)  ErronSivors: подайте 15 крышечек кто-нибудь LUL
20:52:41 (00:20:49) (chat)  fertonok: @Ryzhayaryzhaya Фыыыыыыыр)
20:52:42 (00:20:49) (chat)  Mrs_Christ: Как летучая мышь
20:52:50 (00:20:58) (chat)  graaaanet: @gatarelub Приветствую и Вас сударь wlgDuck wlg5 wlgPeka
20:53:02 (00:21:09) (chat)  fertonok: @ErronSivors LurkMode
20:53:02 (00:21:09) (chat)  Ryzhayaryzhaya: @graaaanet @GlebBio @Mrs_Christ @pvay @gatarelub @fertonok raeHUG
20:53:03 (00:21:10) (chat)  ASAGIUS: @ErronSivors wlgDeer
20:53:03 (00:21:10) (chat)  17thRain: @STEELor47 это последствия игры Бэтмана в кино :)
20:53:08 (00:21:15) (chat)  Mrs_Christ: А сколько Диме лет? 4HEad
20:53:12 (00:21:20) (chat)  ErronSivors: @gatarelub @graaaanet @fertonok @STEELor47 @Mrs_Christ @ASAGIUS wlgF wlgLuv
20:53:20 (00:21:27) (chat)  graaaanet: @Ryzhayaryzhaya wlgHype wlgHype wlgLuv
20:53:21 (00:21:28) (chat)  ASAGIUS: @Ryzhayaryzhaya dizO
20:53:27 (00:21:34) (chat)  Mrs_Christ: @Ryzhayaryzhaya @ErronSivors wlgLuv wlgLuv
20:53:28 (00:21:36) (chat)  Ryzhayaryzhaya: @ASAGIUS @EMOBLAZE raeLove
20:53:29 (00:21:36) (chat)  EMOBLAZE: Дееен ту хватит)
20:53:30 (00:21:38) (chat)  graaaanet: @ErronSivors wlgHype wlgLuv wlgMug wlgPled
20:53:32 (00:21:39) (chat)  STEELor47: @erronsivors, wlgF wlg5 wlgRip wlgFlowers wlgLuv wlgPled
20:53:39 (00:21:46) (chat)  EMOBLAZE: @Ryzhayaryzhaya wlg5 wlg5 wlg5 wlgLuv
20:53:47 (00:21:54) (chat)  Mrs_Christ: dangarToxic dangarToxic dangarToxic
20:53:51 (00:21:58) (chat)  a1ex642: LUL LUL LUL
20:53:54 (00:22:01) (chat)  zaopdyyy: нифига себе что я вижу, не зпя зашёл
20:53:56 (00:22:04) (chat)  zaopdyyy: Терария
20:54:05 (00:22:12) (chat)  FireFly_Serenity: igorToxic igorToxic igorToxic igorToxic igorToxic igorToxic igorToxic
20:54:05 (00:22:13) (chat)  lemnian: оговорочка
20:54:08 (00:22:15) (chat)  wlgboy: переподключился к центральному компьютеру Убежища.
20:54:10 (00:22:17) (chat)  Zlodji: LUL LUL LUL
20:54:11 (00:22:19) (chat)  Clowba: DansGame ты че
20:54:21 (00:22:28) (chat)  Respya: Ой да Дангар положил бы сразу в сундук, а не у себя бы хранил)
20:54:26 (00:22:33) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
20:54:28 (00:22:35) (chat)  ASAGIUS: бот?
20:54:28 (00:22:36) (chat)  wlgboy: @asagius Я на службе, сэр wlgF
20:54:30 (00:22:37) (chat)  PRO100FLASH: омг
20:54:31 (00:22:38) (chat)  EMOBLAZE: Dct
20:54:31 (00:22:39) (chat)  icestuf: пикадор
20:54:32 (00:22:39) (chat)  MOOZy111: LUL LUL LUL
20:54:33 (00:22:41) (chat)  EMOBLAZE: Все
20:54:33 (00:22:41) (chat)  PRO100FLASH: что это за токсик
20:54:34 (00:22:41) (chat)  fertonok: wlgCorn wlgCorn wlgCorn wlgCorn
20:54:35 (00:22:43) (chat)  Mrs_Christ: опа конфликт
20:54:35 (00:22:43) (chat)  DrKringge: LUL
20:54:36 (00:22:43) (chat)  1stPlayerReady: Уууу. Всё.
20:54:36 (00:22:43) (chat)  Zlodji: всё. обида
20:54:36 (00:22:43) (chat)  grossu: OMEGALUL
20:54:37 (00:22:45) (chat)  FireFly_Serenity: f[f[f[f[f[f
20:54:38 (00:22:45) (chat)  icestuf: ойблоол
20:54:38 (00:22:45) (chat)  YokoLi33ner: токсик
20:54:39 (00:22:47) (chat)  ErronSivors: wlgThonk
20:54:40 (00:22:47) (chat)  FireFly_Serenity: ахахахахахахах
20:54:41 (00:22:48) (chat)  su_rin: LUL
20:54:41 (00:22:48) (chat)  grossu: OMEGAROLL
20:54:42 (00:22:49) (chat)  Respya: LUL
